50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9137.25416666747	 226968	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9140.208333334123	 226783	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9070.675000000823	 226140	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9070.912500000804	 227132	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9125.42916666749	 225332	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9106.408333334142	 226970	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9050.445833334137	 226085	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9142.941666667472	 227186	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9144.1416666675	 227562	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9087.437500000824	 226381	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9173.13333333415	 226215	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 8951.854166667443	 224213	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9146.479166667494	 227556	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9085.920833334143	 225770	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9172.16250000081	 228048	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9111.975000000813	 227700	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9239.91666666748	 226949	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9147.975000000812	 226334	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9013.183333334124	 225949	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9322.491666667485	 228172	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 8987.300000000798	 224696	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 8988.275000000787	 224410	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9056.420833334132	 226198	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9247.166666667485	 227815	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9164.84583333416	 228673	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9115.808333334135	 226652	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9257.820833334163	 229097	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9061.691666667477	 225901	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9202.079166667494	 228266	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9162.704166667469	 227521	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9076.520833334152	 225368	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9158.720833334131	 226205	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9081.916666667456	 225892	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9096.045833334143	 227484	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9156.45000000082	 228314	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9098.32916666747	 226148	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9144.025000000809	 226945	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9069.575000000787	 227248	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9067.025000000795	 225981	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9167.187500000824	 228965	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9028.59166666745	 224087	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9166.52083333414	 227340	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9026.512500000812	 226177	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9167.833333334143	 227211	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9183.545833334154	 227217	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9230.050000000829	 228351	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9093.645833334138	 226156	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9416.616666667496	 227510	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 8979.416666667472	 224722	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9140.316666667477	 227216	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9062.283333334122	 225121	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9080.925000000816	 227359	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9056.620833334116	 225698	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9137.400000000809	 226959	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9028.754166667462	 226426	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9070.0375000008	 226215	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9093.558333334135	 225364	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9168.02500000083	 227820	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9290.245833334151	 225693	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9246.004166667486	 228758	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9375.491666667469	 228387	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9083.8375000008	 225983	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9058.850000000795	 225862	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9224.675000000823	 228566	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9257.641666667496	 228372	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9087.775000000787	 226577	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9023.3125000008	 225551	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9193.800000000809	 227493	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9058.795833334134	 224258	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9118.004166667488	 227394	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 8951.862500000785	 225579	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9103.883333334132	 226893	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9103.083333334136	 225543	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9072.56666666747	 226747	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9285.495833334173	 229378	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9119.416666667476	 227083	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9059.800000000794	 226647	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 8918.670833334136	 224756	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9128.254166667468	 226197	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9197.054166667494	 227593	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9086.270833334132	 226097	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9180.16250000078	 226553	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9094.104166667485	 226146	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9089.645833334152	 227116	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9108.450000000796	 227550	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9003.433333334126	 225226	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9097.291666667472	 225911	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9055.941666667462	 226246	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9051.666666667454	 226216	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9102.012500000803	 225967	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9253.754166667468	 226253	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9245.495833334133	 225059	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9078.737500000818	 227370	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9151.845833334135	 226989	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9079.379166667482	 227165	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9139.300000000807	 226989	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9297.84583333416	 227660	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9119.74583333414	 227675	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9126.383333334132	 224890	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9247.979166667483	 228964	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9135.27916666749	 227364	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9088.008333334117	 225344	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9180.000000000831	 228134	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 8983.73333333414	 225429	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9205.5750000008	 227126	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9007.62083333412	 224603	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9332.187500000839	 229019	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9099.429166667465	 226688	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9140.300000000821	 226490	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9031.975000000804	 226074	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9138.050000000814	 228092	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9065.820833334139	 226700	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9170.745833334146	 225766	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9142.27500000083	 227180	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9243.92916666748	 227426	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 8995.308333334126	 224691	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9053.329166667447	 225425	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 9264.716666667511	 228538	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9196.12500000081	 229177	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9125.508333334144	 225281	 2	 Protocol_Missing: 15001	 0.0	 
50000	5000	45000	 sysNum: 	30000	 MissingNum: 	0	 9177.76250000081	 228429	 2	 Protocol_Missing: 20000	 0.0	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 9170.862500000829	 226661	 2	 Protocol_Missing: 25000	 0.0	 
50000	5000	45000	 sysNum: 	20000	 MissingNum: 	0	 9156.350000000819	 227237	 2	 Protocol_Missing: 30000	 0.0	 
50000	5000	45000	 sysNum: 	14998	 MissingNum: 	0	 9054.041666667476	 226752	 2	 Protocol_Missing: 35002	 0.0	 
50000	5000	45000	 sysNum: 	9998	 MissingNum: 	0	 9185.454166667478	 225997	 2	 Protocol_Missing: 40002	 0.0	 
50000	5000	45000	 sysNum: 	4998	 MissingNum: 	0	 9179.158333334153	 224643	 2	 Protocol_Missing: 45002	 0.0	 
50000	5000	45000	 sysNum: 	45000	 MissingNum: 	0	 8991.420833334138	 225983	 2	 Protocol_Missing: 5000	 0.0	 
50000	5000	45000	 sysNum: 	40000	 MissingNum: 	0	 9082.429166667478	 227403	 2	 Protocol_Missing: 10000	 0.0	 
50000	5000	45000	 sysNum: 	34999	 MissingNum: 	0	 9140.84583333414	 227343	 2	 Protocol_Missing: 15001	 0.0	 
