50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 6224.554166667568	 73917	 2	 Protocol_Missing: 0	 2037.9041666666644	 
50000	10000	40000	 sysNum: 	25000	 MissingNum: 	0	 11795.358333335149	 131331	 2	 Protocol_Missing: 0	 3420.7833333333297	 
50000	15000	35000	 sysNum: 	25000	 MissingNum: 	0	 17267.49166666322	 185362	 2	 Protocol_Missing: 0	 4704.991666666674	 
50000	20000	30000	 sysNum: 	25000	 MissingNum: 	0	 22488.80416665737	 230039	 2	 Protocol_Missing: 0	 5738.804166666674	 
50000	25000	25000	 sysNum: 	25000	 MissingNum: 	0	 27685.59999998491	 275425	 2	 Protocol_Missing: 0	 6748.525000000009	 
50000	30000	20000	 sysNum: 	25000	 MissingNum: 	0	 32824.80833331257	 316519	 2	 Protocol_Missing: 0	 7700.233333333346	 
50000	35000	15000	 sysNum: 	25000	 MissingNum: 	0	 37914.68333330788	 358212	 2	 Protocol_Missing: 0	 8602.183333333345	 
50000	40000	10000	 sysNum: 	25000	 MissingNum: 	0	 42913.9999999709	 396676	 2	 Protocol_Missing: 0	 9415.700000000006	 
50000	45000	5000	 sysNum: 	25000	 MissingNum: 	0	 47955.899999967274	 436216	 2	 Protocol_Missing: 0	 10271.800000000008	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 6225.287500000902	 74491	 2	 Protocol_Missing: 0	 2037.7874999999983	 
50000	10000	40000	 sysNum: 	25000	 MissingNum: 	0	 11766.55833333515	 130330	 2	 Protocol_Missing: 0	 3391.5583333333307	 
50000	15000	35000	 sysNum: 	25000	 MissingNum: 	0	 17222.89583332998	 183833	 2	 Protocol_Missing: 0	 4660.395833333339	 
50000	20000	30000	 sysNum: 	25000	 MissingNum: 	0	 22457.374999990774	 229935	 2	 Protocol_Missing: 0	 5707.800000000008	 
50000	25000	25000	 sysNum: 	25000	 MissingNum: 	0	 27722.949999984834	 275732	 2	 Protocol_Missing: 0	 6785.450000000013	 
50000	30000	20000	 sysNum: 	25000	 MissingNum: 	0	 32808.29999997927	 316913	 2	 Protocol_Missing: 0	 7683.7250000000095	 
50000	35000	15000	 sysNum: 	25000	 MissingNum: 	0	 37831.395833307884	 356138	 2	 Protocol_Missing: 0	 8519.320833333348	 
50000	40000	10000	 sysNum: 	25000	 MissingNum: 	0	 42988.49999997091	 397832	 2	 Protocol_Missing: 0	 9488.50000000001	 
50000	45000	5000	 sysNum: 	25000	 MissingNum: 	0	 48003.95416663393	 436795	 2	 Protocol_Missing: 0	 10316.45416666667	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 6237.362500000907	 74521	 2	 Protocol_Missing: 0	 2049.862499999998	 
50000	10000	40000	 sysNum: 	25000	 MissingNum: 	0	 11779.254166668481	 130614	 2	 Protocol_Missing: 0	 3405.5291666666644	 
50000	15000	35000	 sysNum: 	25000	 MissingNum: 	0	 17242.079166663272	 184737	 2	 Protocol_Missing: 0	 4681.2791666666735	 
50000	20000	30000	 sysNum: 	25000	 MissingNum: 	0	 22495.395833324026	 230457	 2	 Protocol_Missing: 0	 5745.395833333343	 
50000	25000	25000	 sysNum: 	25000	 MissingNum: 	0	 27799.133333318	 277384	 2	 Protocol_Missing: 0	 6861.633333333344	 
50000	30000	20000	 sysNum: 	25000	 MissingNum: 	0	 32801.34166664595	 316880	 2	 Protocol_Missing: 0	 7677.191666666679	 
50000	35000	15000	 sysNum: 	25000	 MissingNum: 	0	 37931.979166641206	 358613	 2	 Protocol_Missing: 0	 8619.479166666673	 
50000	40000	10000	 sysNum: 	25000	 MissingNum: 	0	 42928.32916663757	 396729	 2	 Protocol_Missing: 0	 9428.329166666676	 
50000	45000	5000	 sysNum: 	25000	 MissingNum: 	0	 47935.1333333006	 435217	 2	 Protocol_Missing: 0	 10248.058333333336	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 6245.0333333342405	 74400	 2	 Protocol_Missing: 0	 2057.533333333331	 
50000	10000	40000	 sysNum: 	25000	 MissingNum: 	0	 11758.112500001816	 130438	 2	 Protocol_Missing: 0	 3383.537499999997	 
50000	15000	35000	 sysNum: 	25000	 MissingNum: 	0	 17212.395833330007	 183473	 2	 Protocol_Missing: 0	 4649.89583333334	 
50000	20000	30000	 sysNum: 	25000	 MissingNum: 	0	 22499.316666657352	 231181	 2	 Protocol_Missing: 0	 5749.741666666676	 
50000	25000	25000	 sysNum: 	25000	 MissingNum: 	0	 27809.337499984646	 278337	 2	 Protocol_Missing: 0	 6872.68750000001	 
50000	30000	20000	 sysNum: 	25000	 MissingNum: 	0	 32806.033333312604	 316684	 2	 Protocol_Missing: 0	 7682.733333333344	 
50000	35000	15000	 sysNum: 	25000	 MissingNum: 	0	 37905.37083330788	 357563	 2	 Protocol_Missing: 0	 8594.570833333346	 
50000	40000	10000	 sysNum: 	25000	 MissingNum: 	0	 42943.362499970906	 396682	 2	 Protocol_Missing: 0	 9443.78750000001	 
50000	45000	5000	 sysNum: 	25000	 MissingNum: 	0	 48008.91249996727	 437157	 2	 Protocol_Missing: 0	 10321.41250000001	 
50000	5000	45000	 sysNum: 	25000	 MissingNum: 	0	 6233.758333334239	 74411	 2	 Protocol_Missing: 0	 2046.6833333333304	 
50000	10000	40000	 sysNum: 	25000	 MissingNum: 	0	 11758.212500001817	 130071	 2	 Protocol_Missing: 0	 3384.0624999999977	 
50000	15000	35000	 sysNum: 	25000	 MissingNum: 	0	 17229.99583332997	 183898	 2	 Protocol_Missing: 0	 4667.920833333342	 
50000	20000	30000	 sysNum: 	25000	 MissingNum: 	0	 22559.83749999055	 233256	 2	 Protocol_Missing: 0	 5810.262500000009	 
50000	25000	25000	 sysNum: 	25000	 MissingNum: 	0	 27706.879166651535	 275181	 2	 Protocol_Missing: 0	 6769.379166666678	 
50000	30000	20000	 sysNum: 	25000	 MissingNum: 	0	 32784.10833331266	 316070	 2	 Protocol_Missing: 0	 7659.1083333333445	 
